id_reserva,id_hospede,id_quarto,id_hotel,data_checkin,data_checkout,canal_reserva,valor_diaria,status_reserva,data_reserva
289,351,Q041,4,2024-01-21,2024-01-31,Booking.com,2309.08,Confirmada,2024-01-02
290,135,Q006,1,2023-10-02,2023-10-09,Booking.com,1745.94,Confirmada,2023-08-10
291,73,Q005,1,2024-08-08,2024-08-11,Expedia,2737.19,Confirmada,2024-06-17
292,398,Q055,5,2024-05-26,2024-06-01,Telefone,466.91,Confirmada,2024-04-20
293,103,Q041,4,2023-08-28,2023-09-02,Telefone,396.78,Confirmada,2023-08-02
294,131,Q038,4,2024-08-23,2024-09-05,Site Próprio,2268.75,Confirmada,2024-07-24
295,275,Q046,5,2023-12-30,2024-01-12,Site Próprio,843.81,Confirmada,2023-11-22
296,268,Q049,5,2023-11-25,2023-12-03,Telefone,1752.79,Confirmada,2023-11-12
297,48,Q016,2,2023-07-05,2023-07-18,Expedia,1175.21,Confirmada,2023-05-29
298,400,Q030,3,2024-06-13,2024-06-27,Booking.com,878.08,Confirmada,2024-04-14
299,55,Q040,4,2024-01-16,2024-01-27,Agência de Viagem,2257.74,Confirmada,2024-01-06
300,16,Q033,3,2023-12-20,2023-12-25,Telefone,1798.2,Confirmada,2023-12-13
301,290,Q004,1,2024-05-12,2024-05-22,Telefone,794.64,Confirmada,2024-03-13
302,50,Q030,3,2024-04-02,2024-04-15,Telefone,2338.02,Confirmada,2024-03-24
303,174,Q024,3,2023-07-25,2023-07-28,Agência de Viagem,463.32,Confirmada,2023-07-21
304,190,Q009,1,2024-12-23,2024-12-31,Agência de Viagem,2665.37,Confirmada,2024-10-25
305,328,Q010,1,2024-02-11,2024-02-13,Site Próprio,905.84,Confirmada,2024-01-05
306,815,Q023,2,2024-11-16,2024-11-25,Agência de Viagem,715.81,Confirmada,2024-09-22
307,121,Q018,2,2023-08-16,2023-08-19,Site Próprio,2651.37,Confirmada,2023-07-24
308,15,Q009,1,2023-02-18,2023-02-23,Telefone,2059.5,Confirmada,2023-01-07
309,52,Q035,4,2023-05-29,2023-06-04,Site Próprio,2645.42,Confirmada,2023-04-15
310,303,Q033,3,2024-03-27,2024-04-09,Site Próprio,1450.35,Confirmada,2024-03-03
311,64,Q030,3,2024-01-19,2024-01-27,Agência de Viagem,679.87,Confirmada,2024-01-03
312,7,Q023,2,2024-04-24,2024-05-06,Booking.com,2287.07,Confirmada,2024-04-13
313,317,Q014,2,2024-01-18,2024-01-30,Booking.com,2234.7,Confirmada,2024-01-11
314,322,Q035,4,2023-03-18,2023-03-26,Expedia,1072.54,Confirmada,2023-03-03
315,322,Q036,4,2024-01-10,2024-01-13,Expedia,815.21,Confirmada,2024-01-06
316,284,Q020,2,2023-05-29,2023-06-06,Booking.com,929.31,Confirmada,2023-05-02
317,14,Q015,2,2023-10-05,2023-10-15,Expedia,1103.0,Confirmada,2023-09-24
318,56,Q031,3,2023-11-22,2023-11-30,Agência de Viagem,541.13,Confirmada,2023-10-20
319,343,Q011,1,2023-08-05,2023-08-14,Agência de Viagem,2379.97,Confirmada,2023-07-28
320,187,Q027,3,2024-03-18,2024-03-23,Booking.com,2608.95,Confirmada,2024-03-11
321,213,Q039,4,2023-06-16,2023-06-17,Expedia,19122.22,Confirmada,2023-05-06
322,260,Q008,1,2023-12-16,2023-12-25,Booking.com,1379.67,Confirmada,2023-10-26
323,96,Q049,5,2024-01-04,2024-01-11,Site Próprio,2575.55,Confirmada,2023-12-21
324,93,Q033,3,2023-05-22,2023-06-05,Booking.com,1580.21,Confirmada,2023-05-07
325,308,Q016,2,2023-03-23,2023-04-06,Site Próprio,2517.78,Confirmada,2023-02-04
326,90,Q039,4,2023-07-30,2023-08-02,Telefone,1958.24,Confirmada,2023-06-19
327,158,Q022,2,2023-07-27,2023-07-28,Site Próprio,2015.22,Confirmada,2023-06-23
328,266,Q035,4,2023-12-22,2023-12-28,Expedia,2396.87,Confirmada,2023-10-27
329,8,Q036,4,2024-02-24,2024-03-08,Agência de Viagem,589.87,Confirmada,2024-01-12
330,96,Q027,3,2024-07-30,2024-08-13,Expedia,343.51,Confirmada,2024-06-15
331,305,Q033,3,2023-01-05,2023-01-11,Telefone,2626.9,Confirmada,2022-12-02
332,183,Q002,1,2023-09-08,2023-09-22,Expedia,2236.77,Confirmada,2023-07-14
333,385,Q044,4,2023-03-04,2023-03-09,Site Próprio,2682.83,Confirmada,2023-01-31
334,14,Q043,4,2024-06-27,2024-07-10,Telefone,592.65,Confirmada,2024-06-29
335,317,Q004,1,2023-07-06,2023-07-09,Site Próprio,1045.38,Confirmada,2023-05-31
336,50,Q001,1,2024-12-16,2024-12-28,Booking.com,916.62,Confirmada,2024-10-23
337,296,Q055,5,2024-04-20,2024-04-29,Booking.com,2041.75,Confirmada,2024-04-13
338,368,Q025,3,2023-07-03,2023-07-04,Expedia,563.78,Confirmada,2023-06-01
339,390,Q053,5,2023-10-14,2023-10-16,Site Próprio,559.93,Confirmada,2023-08-18
340,304,Q021,2,2023-08-21,2023-09-04,Booking.com,625.41,Confirmada,2023-07-15
341,85,Q041,4,2023-01-19,2023-01-30,Agência de Viagem,2019.37,No-show,2022-12-11
342,19,Q053,5,2024-02-10,2024-02-11,Expedia,1113.3,Confirmada,2024-01-25
343,289,Q030,3,2023-11-25,2023-12-09,Agência de Viagem,2411.46,Confirmada,2023-11-21
344,76,Q032,3,2024-11-27,2024-12-03,Booking.com,2469.77,Confirmada,2024-10-15
345,56,Q006,1,2024-06-27,2024-06-30,Site Próprio,1077.09,Confirmada,2024-06-14
346,11,Q055,5,2023-08-19,2023-08-22,Agência de Viagem,2722.73,Confirmada,2023-06-30
347,21,Q035,4,2023-02-05,2023-02-19,Telefone,927.72,Confirmada,2022-12-23
348,322,Q049,5,2024-07-09,2024-07-22,Site Próprio,1834.21,Confirmada,2024-06-22
349,7,Q009,1,2024-03-20,2024-03-24,Site Próprio,983.18,Confirmada,2024-02-29
350,86,Q034,3,2023-05-04,2023-05-05,Telefone,2695.66,Confirmada,2023-03-06
351,44,Q049,5,2024-04-22,2024-05-02,Telefone,2626.41,Overbooking,2024-03-24
352,68,Q009,1,2023-10-28,2023-11-04,Telefone,985.18,Overbooking,2023-10-12
353,280,Q012,1,2023-10-22,2023-11-05,Agência de Viagem,1805.38,Confirmada,2023-09-15
354,198,Q023,2,2023-07-26,2023-08-04,Expedia,1425.25,Confirmada,2023-06-20
355,245,Q033,3,2024-04-25,2024-05-09,Expedia,328.95,Confirmada,2024-04-03
356,263,Q016,2,2024-07-13,2024-07-20,Telefone,1260.96,Confirmada,2024-05-14
357,123,Q026,3,2023-11-28,2023-12-07,Expedia,1503.09,Confirmada,2023-11-09
358,30,Q017,2,2023-01-23,2023-01-26,Telefone,420.34,Confirmada,2022-11-28
359,337,Q031,3,2023-03-05,2023-03-14,Agência de Viagem,2377.54,Confirmada,2023-02-10
360,116,Q009,1,2024-11-24,2024-12-06,Booking.com,1312.72,Confirmada,2024-10-12
361,346,Q026,3,2023-07-27,2023-08-06,Telefone,2417.48,Confirmada,2023-06-04
362,379,Q046,5,2024-05-01,2024-05-06,Booking.com,1303.24,Confirmada,2024-04-24
363,393,Q007,1,2024-07-17,2024-07-27,Site Próprio,1519.6,Confirmada,2024-06-10
364,144,Q019,2,2024-09-28,2024-10-08,Site Próprio,1217.88,Confirmada,2024-08-30
365,371,Q039,4,2023-12-28,2024-01-02,Expedia,1246.25,Confirmada,2023-11-22
366,332,Q051,5,2023-11-26,2023-11-27,Agência de Viagem,1220.72,Confirmada,2023-11-06
367,156,Q021,2,2023-05-29,2023-06-05,Telefone,1211.35,Confirmada,2023-05-14
368,166,Q006,1,2024-09-14,2024-09-28,Booking.com,2694.85,Confirmada,2024-08-31
369,14,Q035,4,2023-02-18,2023-02-23,Telefone,2534.52,Confirmada,2023-01-29
370,160,Q057,5,2024-07-05,2024-07-15,Agência de Viagem,1569.49,Confirmada,2024-06-01
371,238,Q041,4,2024-01-02,2024-01-03,Telefone,1974.38,Confirmada,2023-12-04
372,35,Q011,1,2024-06-21,2024-06-25,Site Próprio,1294.27,Confirmada,2024-05-19
373,294,Q043,4,2023-06-07,2023-06-11,Agência de Viagem,1491.12,Confirmada,2023-05-09
374,176,Q054,5,2024-12-09,2024-12-18,Site Próprio,685.34,Confirmada,2024-11-18
375,160,Q025,3,2024-06-08,2024-06-11,Site Próprio,1922.61,Confirmada,2024-05-20
376,216,Q032,3,2024-10-08,2024-10-11,Telefone,989.31,Confirmada,2024-09-05
377,97,Q021,2,2024-02-27,2024-03-01,Site Próprio,1856.75,Confirmada,2024-01-19
378,292,Q006,1,2024-10-08,2024-10-19,Site Próprio,2013.93,Confirmada,2024-10-07
379,364,Q005,1,2024-12-08,2024-12-17,Site Próprio,2588.43,Confirmada,2024-11-12
380,8,Q010,1,2024-11-15,2024-11-16,Booking.com,696.75,Confirmada,2024-09-26
381,137,Q054,5,2024-10-24,2024-11-02,Telefone,2792.63,Confirmada,2024-09-17
382,309,Q019,2,2023-05-05,2023-05-08,Booking.com,1571.98,Confirmada,2023-04-02
383,52,Q001,1,2023-03-19,2023-03-22,Telefone,1500.59,Confirmada,2023-02-17
384,32,Q051,5,2024-10-27,2024-10-28,Telefone,1073.2,Confirmada,2024-09-11
385,142,Q018,2,2023-06-23,2023-06-24,Expedia,1853.18,Confirmada,2023-04-29
386,179,Q046,5,2023-07-16,2023-07-24,Telefone,1233.42,Confirmada,2023-07-12
387,299,Q019,2,2023-02-14,2023-02-22,Site Próprio,1831.45,Confirmada,2023-01-29
388,82,Q013,2,2024-08-24,2024-09-07,Booking.com,1052.72,Confirmada,2024-06-27
389,215,Q039,4,2024-09-09,2024-09-14,EXPEDIA,2747.83,Confirmada,2024-09-04
390,200,Q023,2,2024-11-22,2024-12-04,Telefone,814.57,Confirmada,2024-11-02
391,12,Q042,4,2023-09-07,2023-09-09,Booking.com,,Confirmada,2023-08-13
392,149,Q013,2,2024-02-10,2024-02-19,Expedia,542.96,Confirmada,2024-01-06
393,207,Q040,4,2024-10-28,2024-10-30,Site Próprio,1326.81,Confirmada,2024-08-30
394,126,Q032,3,2024-02-01,2024-02-05,Agência de Viagem,973.15,Confirmada,2024-01-16
395,143,Q035,4,2024-11-11,2024-11-12,Expedia,2302.42,Confirmada,2024-10-26
396,101,Q014,2,2023-10-04,2023-10-13,Booking.com,1665.19,Confirmada,2023-09-04
397,189,Q015,2,2023-12-28,2024-01-01,Agência de Viagem,1211.08,Confirmada,2023-11-20
398,244,Q017,2,2024-05-31,2024-06-04,Booking.com,2438.89,Confirmada,2024-04-17
399,306,Q017,2,2024-03-26,2024-04-05,Expedia,1613.39,Confirmada,2024-02-29
400,109,Q053,5,2023-05-09,2023-05-23,Site Próprio,1978.53,Confirmada,2023-05-03
401,377,Q049,5,2024-01-30,2024-01-31,Telefone,619.93,Confirmada,2024-01-29
402,356,Q036,4,2023-07-01,2023-06-29,Booking.com,1068.64,Confirmada,2023-05-19
403,288,Q002,1,2024-01-06,2024-01-19,Telefone,2184.06,Confirmada,2023-12-24
404,160,Q012,1,2023-04-01,2023-04-05,Expedia,571.64,Confirmada,2023-02-14
405,183,Q039,4,2024-02-18,2024-03-03,Agência de Viagem,2226.24,Confirmada,2023-12-23
406,91,Q017,2,2023-01-31,2023-02-06,Expedia,2537.21,Confirmada,2023-01-29
407,206,Q038,4,2023-12-27,2024-01-07,Site Próprio,713.23,Confirmada,2023-12-19
408,376,Q033,3,2023-08-13,2023-08-25,Site Próprio,1281.89,Confirmada,2023-07-05
409,102,Q019,2,2023-11-07,2023-11-10,Agência de Viagem,2132.72,Confirmada,2023-10-02
410,327,Q034,3,2023-07-03,2023-07-13,Booking.com,1703.92,Confirmada,2023-05-18
411,223,Q049,5,2024-11-17,2024-11-28,Telefone,1140.05,Confirmada,2024-11-16
412,147,Q011,1,2023-02-13,2023-02-27,Telefone,1798.84,Confirmada,2023-02-09
413,57,Q023,2,2023-02-08,2023-02-21,Expedia,785.85,Confirmada,2022-12-11
414,214,Q025,3,2024-12-12,2024-12-24,Agência de Viagem,2795.18,Confirmada,2024-11-02
415,270,Q017,2,2023-04-03,2023-04-09,Agência de Viagem,1378.52,Confirmada,2023-03-12
416,353,Q056,5,2024-10-05,2024-10-16,Agência de Viagem,1547.08,Confirmada,2024-08-22
417,345,Q019,2,2024-06-08,2024-06-22,Booking.com,1498.25,Confirmada,2024-05-26
418,287,Q012,1,2023-09-25,2023-09-28,Telefone,667.43,Confirmada,2023-08-06
419,134,Q021,2,2023-09-13,2023-09-14,Booking.com,1162.46,Confirmada,2023-08-17
420,326,Q004,1,2023-11-15,2023-11-18,Booking.com,1999.89,Confirmada,2023-10-14
421,362,Q038,4,2023-09-05,2023-09-06,Telefone,2013.39,Cancelado,2023-08-27
422,69,Q028,3,2024-12-25,2024-12-28,Telefone,1686.33,Confirmada,2024-12-03
423,218,Q009,1,2023-06-23,2023-07-04,Booking.com,1776.64,Confirmada,2023-05-24
424,59,Q038,4,2024-12-07,2024-12-12,Site Próprio,1169.23,Confirmada,2024-11-23
425,144,Q001,1,2023-11-08,2023-11-12,Site Próprio,2039.14,Confirmada,2023-10-10
426,167,Q003,1,2024-03-31,2024-04-08,Telefone,1175.59,Confirmada,2024-03-20
427,24,Q046,5,2023-01-12,2023-01-20,Agência de Viagem,464.13,Confirmada,2022-11-27
428,136,Q033,3,2023-04-22,2023-05-03,Agência de Viagem,2689.67,Confirmada,2023-03-21
429,165,Q021,2,2023-01-09,2023-01-15,Site Próprio,1893.49,Confirmada,2022-11-29
430,335,Q056,5,2024-12-17,2024-12-22,Booking.com,449.27,Confirmada,2024-10-30
431,397,Q001,1,2024-02-09,2024-02-23,Booking.com,1005.6,Confirmada,2024-01-28
432,87,Q055,5,2023-04-15,2023-04-28,Expedia,2142.92,Confirmada,2023-03-25
433,332,Q037,4,2023-12-31,2024-01-06,Booking.com,1189.74,Confirmada,2023-11-25
434,123,Q028,3,2023-03-01,2023-03-02,Site Próprio,1695.52,Confirmada,2023-01-19
435,111,Q035,4,2024-05-21,2024-05-28,Agência de Viagem,2113.44,Confirmada,2024-05-01
436,321,Q054,5,2023-03-24,2023-03-27,Booking.com,667.28,Confirmada,2023-02-23
437,21,Q036,4,2024-03-26,2024-04-03,Booking.com,806.6,Confirmada,2024-03-02
438,313,Q001,1,2024-06-07,2024-06-14,Booking.com,972.3,Confirmada,2024-04-25
439,364,Q009,1,2024-03-07,2024-03-13,Site Próprio,1368.67,Confirmada,2024-01-24
440,194,Q015,2,2023-10-30,2023-10-31,Agência de Viagem,2300.62,Confirmada,2023-09-16
441,101,Q033,3,2024-04-25,2024-04-27,Telefone,1075.42,Confirmada,2024-03-26
442,321,Q043,4,2023-06-08,2023-06-15,Telefone,1830.67,Confirmada,2023-04-17
443,347,Q012,1,2023-12-06,2023-12-16,Expedia,1690.81,Confirmada,2023-11-09
444,337,Q031,3,2024-10-24,2024-10-27,Expedia,2456.42,Confirmada,2024-09-20
445,114,Q004,1,2024-11-25,2024-12-07,,2012.97,Confirmada,2024-11-15
446,285,Q050,5,2024-08-17,2024-08-24,Expedia,1601.45,Confirmada,2024-07-11
447,134,Q041,4,2023-04-27,2023-05-01,Booking.com,2719.75,Confirmada,2023-04-14
448,58,Q056,5,2023-08-15,2023-08-29,Expedia,1906.67,Confirmada,2023-08-02
449,129,Q055,5,2024-05-16,2024-05-20,Telefone,1418.3,Confirmada,2024-04-11
450,58,Q056,5,2024-06-09,2024-06-19,Telefone,454.58,Confirmada,2024-05-13
451,69,Q008,1,2024-05-30,2024-06-08,EXPEDIA,2072.24,Confirmada,2024-04-11
452,370,Q011,1,2024-06-11,2024-06-13,Agência de Viagem,2367.04,Confirmada,2024-05-16
453,99,Q047,5,2024-07-30,2024-08-07,Site Próprio,598.85,Confirmada,2024-06-10
454,208,Q045,5,2023-08-31,2023-09-01,Expedia,356.43,Confirmada,2023-07-17
455,236,Q048,5,2023-11-04,2023-11-06,Booking.com,1336.24,Confirmada,2023-09-08
456,104,Q010,1,2024-07-30,2024-08-01,Expedia,678.41,Confirmada,2024-06-12
457,6,Q034,3,2023-09-19,2023-09-21,Booking.com,1201.19,Confirmada,2023-08-02
458,370,Q050,5,2024-05-15,2024-05-16,Telefone,1151.28,Confirmada,2024-04-22
459,309,Q050,5,2023-04-26,2023-04-27,Booking.com,899.24,Confirmada,2023-04-13
460,298,Q035,4,2024-03-26,2024-03-28,Site Próprio,1494.52,Confirmada,2024-03-21
461,77,Q026,3,2024-07-21,2024-07-26,Agência de Viagem,2382.33,Confirmada,2024-06-13
462,354,Q032,3,2023-10-03,2023-10-11,Site Próprio,313.13,Confirmada,2023-09-23
463,248,Q043,4,2023-02-02,2023-02-15,Site Próprio,440.24,Confirmada,2022-12-24
464,244,Q051,5,2023-06-12,2023-06-24,Agência de Viagem,1253.21,Confirmada,2023-04-17
465,39,Q053,5,2024-01-05,2024-01-11,Telefone,801.6,Confirmada,2023-11-08
466,320,Q022,2,2023-02-14,2023-02-18,Booking.com,2338.91,Confirmada,2022-12-29
467,296,Q040,4,2024-04-24,2024-05-01,Expedia,1051.62,Confirmada,2024-04-02
468,171,Q052,5,2023-08-21,2023-08-22,Booking.com,1421.49,Confirmada,2023-07-13
469,75,Q011,1,2024-11-18,2024-11-21,Expedia,1230.3,Confirmada,2024-11-13
470,183,Q049,5,2024-08-05,2024-08-15,Telefone,1740.25,Confirmada,2024-07-27
471,395,Q009,1,2023-04-08,2023-04-22,Booking.com,2224.46,Confirmada,2023-02-26
472,51,Q055,5,2024-01-07,2024-01-20,Expedia,2272.26,Confirmada,2023-12-22
473,37,Q023,2,2023-11-08,2023-11-21,Expedia,2135.81,Confirmada,2023-10-06
474,282,Q018,2,2024-02-20,2024-02-26,Site Próprio,2045.77,Confirmada,2024-01-08
475,258,Q031,3,2024-01-12,2024-01-16,Booking.com,2791.41,Confirmada,2024-01-02
476,4,Q016,2,2024-11-18,2024-11-26,Agência de Viagem,1386.07,Confirmada,2024-10-12
477,301,Q026,3,2023-03-09,2023-03-12,Expedia,2085.63,Confirmada,2023-02-20
478,338,Q053,5,2023-12-15,2023-12-17,Booking.com,1737.53,Confirmada,2023-12-09
479,156,Q047,5,2024-08-17,2024-08-23,Agência de Viagem,1160.29,Confirmada,2024-06-28
480,249,Q036,4,2023-11-23,2023-11-26,Expedia,2539.22,Confirmada,2023-10-19
481,321,Q003,1,2023-10-02,2023-10-06,Site Próprio,806.7,Confirmada,2023-09-06
482,309,Q038,4,2023-10-17,2023-10-31,Telefone,1902.64,Confirmada,2023-10-04
483,67,Q013,2,2024-09-07,2024-09-08,Site Próprio,437.28,Confirmada,2024-07-16
484,369,Q050,5,2023-05-20,2023-05-21,Booking.com,940.11,Confirmada,2023-04-08
485,166,Q011,1,2023-01-29,2023-02-02,Expedia,1083.21,Confirmada,2022-12-12
486,249,Q011,1,2024-02-20,2024-03-01,Expedia,694.99,Confirmada,2023-12-26
487,45,Q035,4,2024-10-03,2024-10-13,Expedia,2228.7,Confirmada,2024-08-25
488,238,Q039,4,2023-01-14,2023-01-15,Expedia,1688.56,Confirmada,2022-12-24
489,315,Q007,1,2023-12-04,2023-12-07,Site Próprio,297.43,Confirmada,2023-11-20
490,393,Q021,2,2023-04-03,2023-04-09,Expedia,1329.24,Confirmada,2023-02-27
491,79,Q053,5,2024-11-04,2024-11-14,Telefone,1093.64,Confirmada,2024-09-17
492,365,Q049,5,2024-05-04,2024-05-17,Site Próprio,2228.78,Confirmada,2024-04-14
493,233,Q056,5,2024-07-26,2024-07-31,Expedia,1584.47,Confirmada,2024-07-08
494,5,Q017,2,2024-07-25,2024-08-02,Site Próprio,1921.17,Confirmada,2024-06-05
495,322,Q026,3,2023-08-22,2023-08-29,Site Próprio,2639.22,Confirmada,2023-07-13
496,31,Q014,2,2024-07-10,2024-07-19,Booking.com,1665.88,Confirmada,2024-06-28
497,188,Q033,3,2023-06-02,2023-06-05,Booking.com,1597.67,Confirmada,2023-05-10
498,256,Q020,2,2023-08-07,2023-08-18,Expedia,2547.63,Confirmada,2023-07-13
499,166,Q038,4,2023-01-28,2023-01-30,Site Próprio,416.87,Confirmada,2022-12-17
500,975,Q040,4,2023-08-22,2023-09-01,Agência de Viagem,1295.31,Confirmada,2023-06-24
501,16,Q038,4,2023-09-15,2023-09-16,Expedia,2058.62,Cancelada,2023-08-30
502,105,Q018,2,2023-11-30,2023-12-13,Agência de Viagem,1888.91,Confirmada,2023-11-10
503,292,Q038,4,2023-06-10,2023-06-18,Expedia,2683.38,Confirmada,2023-06-01
504,46,Q028,3,2023-12-06,2023-12-07,Agência de Viagem,2473.86,Confirmada,2023-11-20
505,350,Q018,2,2024-09-16,2024-09-26,Agência de Viagem,790.77,Confirmada,2024-09-12
506,24,Q018,2,2024-03-25,2024-03-28,Agência de Viagem,2453.12,Confirmada,2024-01-25
507,13,Q034,3,2023-04-25,2023-04-28,Site Próprio,590.13,Confirmada,2023-04-05
508,377,Q021,2,2023-12-27,2023-12-29,Booking.com,1434.42,Confirmada,2023-12-01
509,174,Q007,1,2024-10-19,2024-10-30,Agência de Viagem,2498.98,Confirmada,2024-08-22
510,121,Q010,1,2023-07-26,2023-08-08,Site Próprio,346.58,Confirmada,2023-06-23
511,295,Q048,5,2024-03-16,2024-03-28,Site Próprio,2107.69,Confirmada,2024-03-12
512,57,Q025,3,2023-05-04,2023-05-12,Booking.com,24637.28,Confirmada,2023-05-03
513,351,Q016,2,2024-07-07,2024-07-10,Telefone,1526.86,Confirmada,2024-06-29
514,255,Q050,5,2023-03-21,2023-03-27,Booking.com,2425.6,Confirmada,2023-01-23
515,140,Q014,2,2024-12-21,2024-12-24,Site Próprio,924.85,Confirmada,2024-12-16
516,261,Q004,1,2023-02-19,2023-02-26,Telefone,2677.42,Confirmada,2023-02-01
517,353,Q006,1,2023-02-12,2023-02-23,Agência de Viagem,1637.12,Confirmada,2023-01-07
518,382,Q030,3,2023-10-03,2023-10-10,Agência de Viagem,1061.58,Confirmada,2023-09-06
519,199,Q037,4,2024-01-30,2024-02-06,Booking.com,2540.15,Confirmada,2023-12-20
520,312,Q004,1,2024-05-28,2024-06-02,Telefone,2111.49,Confirmada,2024-05-12
521,60,Q023,2,2023-03-30,2023-04-13,Telefone,2249.12,Confirmada,2023-01-30
522,356,Q007,1,2024-07-25,2024-07-31,Agência de Viagem,1649.82,Confirmada,2024-07-04
523,1,Q044,4,2024-04-29,2024-05-11,Agência de Viagem,1550.83,Confirmada,2024-03-22
524,121,Q051,5,2024-10-06,2024-10-19,booking.com,1155.77,Confirmada,2024-10-01
525,137,Q043,4,2024-09-19,2024-09-30,Expedia,433.59,Confirmada,2024-07-29
526,115,Q055,5,2024-09-19,2024-10-02,Expedia,918.81,Confirmada,2024-07-27
527,268,Q040,4,2024-08-26,2024-09-03,Telefone,814.12,Confirmada,2024-08-16
528,187,Q009,1,2024-06-20,2024-06-24,Telefone,681.29,Confirmada,2024-05-27
529,89,Q023,2,2023-06-06,2023-06-20,Agência de Viagem,703.17,Confirmada,2023-04-14
530,196,Q006,1,2024-01-06,2024-01-20,Agência de Viagem,563.74,Confirmada,2023-12-27
531,53,Q030,3,2024-01-09,2024-01-15,Telefone,1579.45,Confirmada,2023-12-11
532,203,Q005,1,2023-10-25,2023-11-02,Site Próprio,1395.75,Confirmada,2023-09-24
533,77,Q021,2,2023-01-07,2023-01-18,Booking.com,1185.66,Confirmada,2022-12-04
534,190,Q022,2,2024-06-19,2024-06-25,Agência de Viagem,894.81,Confirmada,2024-05-14
535,293,Q013,2,2023-09-23,2023-09-24,Telefone,705.0,Confirmada,2023-08-08
536,166,Q049,5,2023-09-19,2023-09-23,Expedia,2377.06,Confirmada,2023-09-13
537,253,Q055,5,2023-04-01,2023-04-05,Booking.com,1329.02,Confirmada,2023-02-09
538,400,Q033,3,2024-01-16,2024-01-17,Agência de Viagem,1208.1,Confirmada,2024-01-13
539,221,Q030,3,2024-10-25,2024-11-04,Expedia,1148.5,Confirmada,2024-09-30
540,317,Q047,5,2023-07-16,2023-07-30,Telefone,1199.51,Confirmada,2023-06-03
541,37,Q018,2,2023-03-23,2023-04-05,Agência de Viagem,1217.48,Confirmada,2023-02-17
542,330,Q042,4,2023-01-27,2023-01-29,Telefone,1686.9,Confirmada,2022-11-28
543,213,Q041,4,2024-04-29,2024-05-02,Site Próprio,1371.59,Confirmada,2024-03-28
544,386,Q021,2,2023-01-10,2023-01-21,Booking.com,2138.14,Confirmada,2022-12-15
545,349,Q045,5,2023-10-29,2023-11-07,Expedia,2211.53,Confirmada,2023-09-09
546,47,Q036,4,2023-08-15,2023-08-29,Site Próprio,1706.11,Confirmada,2023-08-14
547,46,Q008,1,2023-08-09,2023-08-19,Agência de Viagem,390.26,Confirmada,2023-06-26
548,248,Q018,2,2023-02-26,2023-03-07,Agência de Viagem,2401.22,Confirmada,2023-02-17
549,321,Q035,4,2023-05-30,2023-06-05,Expedia,735.14,Confirmada,2023-05-29
550,141,Q021,2,2024-06-16,2024-06-21,Site Próprio,1048.25,Confirmada,2024-05-30
551,203,Q032,3,2024-06-07,2024-06-14,Site Próprio,1032.46,Confirmada,2024-05-22
552,277,Q041,4,2023-09-21,2023-09-26,Booking.com,585.96,Confirmada,2023-09-07
553,192,Q055,5,2024-04-20,2024-05-01,Agência de Viagem,2060.18,Confirmada,2024-04-10
554,103,Q029,3,2024-04-12,2024-04-24,Telefone,1942.93,Confirmada,2024-02-25
555,273,Q024,3,2023-03-11,2023-03-18,Telefone,2349.64,Confirmada,2023-03-08
556,225,Q027,3,2023-10-26,2023-10-30,Booking.com,2296.28,Confirmada,2023-09-18
557,208,Q052,5,2024-03-31,2024-04-04,Booking.com,397.18,Confirmada,2024-03-03
558,71,Q001,1,2023-03-15,2023-03-29,Telefone,1517.73,Confirmada,2023-03-14
559,85,Q056,5,2024-05-25,2024-05-29,Expedia,2294.92,Confirmada,2024-04-20
560,399,Q015,2,2023-07-31,2023-08-09,Site Próprio,1437.44,Confirmada,2023-07-18
561,213,Q001,1,2023-08-18,2023-08-29,Expedia,2050.84,Confirmada,2023-07-20
562,30,Q037,4,2024-12-13,2024-12-16,Site Próprio,658.37,Confirmada,2024-11-14
563,299,Q027,3,2023-11-23,2023-12-05,Telefone,2084.36,Confirmada,2023-11-03
564,281,Q029,3,2023-08-08,2023-08-11,Booking.com,1248.33,Confirmada,2023-08-05
565,80,Q030,3,2024-10-18,2024-10-23,Booking.com,1919.81,Confirmada,2024-09-03
566,238,Q004,1,2023-06-02,2023-06-14,Booking.com,1346.14,Confirmada,2023-04-19
567,20,Q036,4,2023-12-27,2023-12-29,Booking.com,2790.13,Confirmada,2023-11-23
568,149,Q046,5,2024-05-16,2024-05-22,Site Próprio,2163.44,Confirmada,2024-04-14
569,249,Q004,1,2023-10-14,2023-10-28,Expedia,1774.33,Confirmada,2023-09-09
570,72,Q004,1,2024-04-26,2024-05-01,Booking.com,1725.91,Confirmada,2024-04-06
571,307,Q010,1,2023-04-14,2023-04-15,Expedia,745.66,Cancelado,2023-04-04
572,89,Q024,3,2023-12-08,2023-12-14,Agência de Viagem,1476.65,Confirmada,2023-11-16
573,57,Q026,3,2023-11-02,2023-11-15,Site Próprio,2095.38,Confirmada,2023-10-03
574,283,Q012,1,2023-04-26,2023-05-09,Booking.com,1768.77,Confirmada,2023-03-27
575,21,Q001,1,2024-06-09,2024-06-19,Site Próprio,1303.17,Confirmada,2024-04-25
576,296,Q019,2,2023-12-28,2023-12-30,Expedia,2105.44,Confirmada,2023-11-11
577,87,Q018,2,2024-11-09,2024-11-11,Expedia,262.63,Confirmada,2024-09-28
