id_reserva,id_hospede,id_quarto,id_hotel,data_checkin,data_checkout,canal_reserva,valor_diaria,status_reserva,data_reserva
222,65,Q020,2,2024-06-28 00:00:00,2024-07-08 00:00:00,Telefone,1898.06,Confirmada,2024-06-05 00:00:00
223,268,Q050,5,2023-06-09 00:00:00,2023-06-23 00:00:00,Agência de Viagem,1938.36,Confirmada,2023-04-22 00:00:00
224,238,Q026,3,2024-03-25 00:00:00,2024-04-06 00:00:00,Expedia,1726.88,Confirmada,2024-03-16 00:00:00
225,330,Q031,3,2024-12-14 00:00:00,2024-12-18 00:00:00,Telefone,738.51,Confirmada,2024-11-24 00:00:00
226,371,Q047,5,2023-06-09 00:00:00,2023-06-13 00:00:00,Expedia,1787.38,Confirmada,2023-05-17 00:00:00
227,168,Q016,2,2023-07-13 00:00:00,2023-07-18 00:00:00,Site Próprio,669.73,Confirmada,2023-05-31 00:00:00
228,197,Q004,1,2023-06-04 00:00:00,2023-06-07 00:00:00,Expedia,2119.9,Confirmada,2023-05-07 00:00:00
229,56,Q027,3,2024-10-15 00:00:00,2024-10-17 00:00:00,Expedia,776.43,Confirmada,2024-09-20 00:00:00
230,7,Q035,4,2024-02-13 00:00:00,2024-02-27 00:00:00,Agência de Viagem,2018.27,Confirmada,2024-01-11 00:00:00
231,12,Q031,3,2023-05-26 00:00:00,2023-05-31 00:00:00,Telefone,2132.51,Confirmada,2023-05-25 00:00:00
232,359,Q019,2,2024-08-10 00:00:00,2024-08-20 00:00:00,Agência de Viagem,2407.28,Confirmada,2024-06-28 00:00:00
233,348,Q048,5,2023-07-05 00:00:00,2023-07-16 00:00:00,Site Próprio,1407.45,Confirmada,2023-06-14 00:00:00
234,359,Q034,3,2023-04-11 00:00:00,2023-04-18 00:00:00,Booking.com,2245.06,Confirmada,2023-02-24 00:00:00
236,339,Q055,5,2023-07-07 00:00:00,2023-07-18 00:00:00,Expedia,2234.36,Confirmada,2023-06-12 00:00:00
237,20,Q036,4,2023-09-15 00:00:00,2023-09-24 00:00:00,Booking.com,660.15,Confirmada,2023-07-26 00:00:00
238,179,Q021,2,2023-04-14 00:00:00,2023-04-28 00:00:00,Telefone,1414.8,Confirmada,2023-03-31 00:00:00
239,9,Q043,4,2024-10-16 00:00:00,2024-10-29 00:00:00,Expedia,1580.31,Confirmada,2024-09-19 00:00:00
240,351,Q038,4,2023-07-08 00:00:00,2023-07-15 00:00:00,Telefone,2194.89,Confirmada,2023-06-30 00:00:00
241,327,Q050,5,2023-02-27 00:00:00,2023-03-04 00:00:00,Expedia,1223.68,Confirmada,2023-02-23 00:00:00
242,215,Q002,1,2024-03-06 00:00:00,2024-03-17 00:00:00,Expedia,1729.45,Confirmada,2024-02-28 00:00:00
243,380,Q017,2,2024-02-15 00:00:00,2024-02-24 00:00:00,Booking.com,2785.29,Confirmada,2024-01-20 00:00:00
244,85,Q038,4,2023-05-13 00:00:00,2023-05-26 00:00:00,Site Próprio,2314.41,Confirmada,2023-04-02 00:00:00
245,329,Q020,2,2024-07-29 00:00:00,2024-08-10 00:00:00,Booking.com,2327.33,Confirmada,2024-07-19 00:00:00
246,328,Q034,3,2024-02-28 00:00:00,2024-03-07 00:00:00,Expedia,2187.71,Confirmada,2024-01-17 00:00:00
247,182,Q020,2,2023-08-24 00:00:00,2023-08-29 00:00:00,Agência de Viagem,2003.0,Confirmada,2023-07-27 00:00:00
248,2,Q020,2,2023-10-15 00:00:00,2023-10-21 00:00:00,Booking.com,1918.73,Confirmada,2023-09-24 00:00:00
249,220,Q042,4,2024-09-30 00:00:00,2024-10-11 00:00:00,Site Próprio,1931.12,Confirmada,2024-09-06 00:00:00
250,198,Q017,2,2023-02-28 00:00:00,2023-03-02 00:00:00,Telefone,2559.81,Confirmada,2023-01-08 00:00:00
251,177,Q021,2,2024-10-10 00:00:00,2024-10-20 00:00:00,Site Próprio,1926.12,Confirmada,2024-09-26 00:00:00
252,151,Q011,1,2023-09-14 00:00:00,2023-09-24 00:00:00,Site Próprio,1725.14,Confirmada,2023-07-21 00:00:00
253,398,Q015,2,2024-04-07 00:00:00,2024-04-13 00:00:00,Booking.com,781.78,Confirmada,2024-03-12 00:00:00
254,313,Q047,5,2024-12-05 00:00:00,2024-12-15 00:00:00,Site Próprio,1954.57,Confirmada,2024-10-08 00:00:00
255,326,Q057,5,2023-11-01 00:00:00,2023-11-05 00:00:00,Agência de Viagem,2016.62,Confirmada,2023-09-28 00:00:00
256,225,Q012,1,2024-11-18 00:00:00,2024-11-20 00:00:00,Expedia,551.98,Confirmada,2024-10-22 00:00:00
257,243,Q015,2,2024-05-19 00:00:00,2024-05-28 00:00:00,Site Próprio,1485.15,Confirmada,2024-03-22 00:00:00
258,127,Q020,2,2024-05-25 00:00:00,2024-05-28 00:00:00,Telefone,1778.98,Confirmada,2024-04-07 00:00:00
259,165,Q003,1,2024-04-24 00:00:00,2024-05-06 00:00:00,Telefone,1518.9,Confirmada,2024-04-05 00:00:00
260,219,Q040,4,2024-03-04 00:00:00,2024-03-15 00:00:00,Site Próprio,710.32,Confirmada,2024-02-09 00:00:00
261,313,Q001,1,2023-02-16 00:00:00,2023-02-27 00:00:00,Expedia,2311.93,No-show,2023-02-09 00:00:00
262,249,Q052,5,2023-05-28 00:00:00,2023-05-29 00:00:00,Booking.com,2081.37,Confirmada,2023-04-17 00:00:00
263,49,Q018,2,2024-11-05 00:00:00,2024-11-11 00:00:00,Expedia,1460.06,Confirmada,2024-10-02 00:00:00
264,108,Q057,5,2023-10-18 00:00:00,2023-10-25 00:00:00,Expedia,1327.09,Confirmada,2023-09-12 00:00:00
265,150,Q005,1,2023-12-30 00:00:00,2024-01-13 00:00:00,Agência de Viagem,1279.51,Confirmada,2023-11-27 00:00:00
266,177,Q032,3,2023-07-28 00:00:00,2023-08-08 00:00:00,Agência de Viagem,2269.48,Confirmada,2023-07-06 00:00:00
267,366,Q018,2,2023-11-03 00:00:00,2023-11-06 00:00:00,Telefone,2730.51,Confirmada,2023-10-28 00:00:00
268,371,Q007,1,2024-07-21 00:00:00,2024-07-28 00:00:00,Telefone,1713.81,Confirmada,2024-06-25 00:00:00
269,4,Q025,3,2023-02-17 00:00:00,2023-02-21 00:00:00,Agência de Viagem,1802.15,Confirmada,2023-01-05 00:00:00
270,279,Q009,1,2024-09-18 00:00:00,2024-09-25 00:00:00,Telefone,624.98,Confirmada,2024-08-05 00:00:00
271,43,Q055,5,2023-08-06 00:00:00,2023-08-07 00:00:00,Agência de Viagem,1844.46,Confirmada,2023-07-25 00:00:00
272,93,Q011,1,2023-02-07 00:00:00,2023-02-14 00:00:00,Site Próprio,2580.91,Confirmada,2022-12-27 00:00:00
273,72,Q006,1,2023-11-13 00:00:00,2023-11-22 00:00:00,Expedia,2449.25,Confirmada,2023-11-01 00:00:00
274,164,Q035,4,2023-01-21 00:00:00,2023-01-28 00:00:00,Telefone,1886.5,Confirmada,2022-11-22 00:00:00
275,291,Q008,1,2024-06-18 00:00:00,2024-06-19 00:00:00,Site Próprio,2223.13,Confirmada,2024-05-22 00:00:00
276,208,Q056,5,2024-04-02 00:00:00,2024-04-04 00:00:00,Site Próprio,1983.91,Confirmada,2024-02-23 00:00:00
277,80,Q055,5,2024-05-01 00:00:00,2024-05-14 00:00:00,Agência de Viagem,1649.45,Confirmada,2024-04-25 00:00:00
278,78,Q038,4,2024-10-03 00:00:00,2024-10-04 00:00:00,Agência de Viagem,262.2,Confirmada,2024-08-20 00:00:00
280,231,Q048,5,2023-07-11 00:00:00,2023-07-12 00:00:00,Expedia,2223.76,Confirmada,2023-05-26 00:00:00
281,151,Q014,2,2024-10-05 00:00:00,2024-10-14 00:00:00,Agência de Viagem,1424.48,Confirmada,2024-08-06 00:00:00
282,368,Q024,3,2023-02-02 00:00:00,2023-02-03 00:00:00,Site Próprio,287.56,Confirmada,2022-12-22 00:00:00
283,200,Q046,5,2023-11-15 00:00:00,2023-11-20 00:00:00,Telefone,673.29,Confirmada,2023-09-20 00:00:00
284,31,Q044,4,2023-11-20 00:00:00,2023-11-26 00:00:00,Telefone,2105.8,Confirmada,2023-10-20 00:00:00
285,60,Q015,2,2024-01-07 00:00:00,2024-01-18 00:00:00,Booking.com,1855.75,Confirmada,2023-12-11 00:00:00
286,399,Q041,4,2024-04-08 00:00:00,2024-04-13 00:00:00,Telefone,1101.41,Confirmada,2024-03-21 00:00:00
287,334,Q010,1,2024-12-21 00:00:00,2025-01-03 00:00:00,Telefone,1096.7,Confirmada,2024-11-12 00:00:00
288,308,Q003,1,2023-11-13 00:00:00,2023-11-23 00:00:00,Agência de Viagem,2739.79,Confirmada,2023-10-28 00:00:00
289,351,Q041,4,2024-01-21 00:00:00,2024-01-31 00:00:00,Booking.com,2309.08,Confirmada,2024-01-02 00:00:00
290,135,Q006,1,2023-10-02 00:00:00,2023-10-09 00:00:00,Booking.com,1745.94,Confirmada,2023-08-10 00:00:00
291,73,Q005,1,2024-08-08 00:00:00,2024-08-11 00:00:00,Expedia,2737.19,Confirmada,2024-06-17 00:00:00
292,398,Q055,5,2024-05-26 00:00:00,2024-06-01 00:00:00,Telefone,466.91,Confirmada,2024-04-20 00:00:00
293,103,Q041,4,2023-08-28 00:00:00,2023-09-02 00:00:00,Telefone,396.78,Confirmada,2023-08-02 00:00:00
294,131,Q038,4,2024-08-23 00:00:00,2024-09-05 00:00:00,Site Próprio,2268.75,Confirmada,2024-07-24 00:00:00
295,275,Q046,5,2023-12-30 00:00:00,2024-01-12 00:00:00,Site Próprio,843.81,Confirmada,2023-11-22 00:00:00
296,268,Q049,5,2023-11-25 00:00:00,2023-12-03 00:00:00,Telefone,1752.79,Confirmada,2023-11-12 00:00:00
297,48,Q016,2,2023-07-05 00:00:00,2023-07-18 00:00:00,Expedia,1175.21,Confirmada,2023-05-29 00:00:00
298,400,Q030,3,2024-06-13 00:00:00,2024-06-27 00:00:00,Booking.com,878.08,Confirmada,2024-04-14 00:00:00
299,55,Q040,4,2024-01-16 00:00:00,2024-01-27 00:00:00,Agência de Viagem,2257.74,Confirmada,2024-01-06 00:00:00
300,16,Q033,3,2023-12-20 00:00:00,2023-12-25 00:00:00,Telefone,1798.2,Confirmada,2023-12-13 00:00:00
301,290,Q004,1,2024-05-12 00:00:00,2024-05-22 00:00:00,Telefone,794.64,Confirmada,2024-03-13 00:00:00
302,50,Q030,3,2024-04-02 00:00:00,2024-04-15 00:00:00,Telefone,2338.02,Confirmada,2024-03-24 00:00:00
303,174,Q024,3,2023-07-25 00:00:00,2023-07-28 00:00:00,Agência de Viagem,463.32,Confirmada,2023-07-21 00:00:00
304,190,Q009,1,2024-12-23 00:00:00,2024-12-31 00:00:00,Agência de Viagem,2665.37,Confirmada,2024-10-25 00:00:00
305,328,Q010,1,2024-02-11 00:00:00,2024-02-13 00:00:00,Site Próprio,905.84,Confirmada,2024-01-05 00:00:00
307,121,Q018,2,2023-08-16 00:00:00,2023-08-19 00:00:00,Site Próprio,2651.37,Confirmada,2023-07-24 00:00:00
308,15,Q009,1,2023-02-18 00:00:00,2023-02-23 00:00:00,Telefone,2059.5,Confirmada,2023-01-07 00:00:00
309,52,Q035,4,2023-05-29 00:00:00,2023-06-04 00:00:00,Site Próprio,2645.42,Confirmada,2023-04-15 00:00:00
310,303,Q033,3,2024-03-27 00:00:00,2024-04-09 00:00:00,Site Próprio,1450.35,Confirmada,2024-03-03 00:00:00
311,64,Q030,3,2024-01-19 00:00:00,2024-01-27 00:00:00,Agência de Viagem,679.87,Confirmada,2024-01-03 00:00:00
312,7,Q023,2,2024-04-24 00:00:00,2024-05-06 00:00:00,Booking.com,2287.07,Confirmada,2024-04-13 00:00:00
313,317,Q014,2,2024-01-18 00:00:00,2024-01-30 00:00:00,Booking.com,2234.7,Confirmada,2024-01-11 00:00:00
314,322,Q035,4,2023-03-18 00:00:00,2023-03-26 00:00:00,Expedia,1072.54,Confirmada,2023-03-03 00:00:00
315,322,Q036,4,2024-01-10 00:00:00,2024-01-13 00:00:00,Expedia,815.21,Confirmada,2024-01-06 00:00:00
316,284,Q020,2,2023-05-29 00:00:00,2023-06-06 00:00:00,Booking.com,929.31,Confirmada,2023-05-02 00:00:00
317,14,Q015,2,2023-10-05 00:00:00,2023-10-15 00:00:00,Expedia,1103.0,Confirmada,2023-09-24 00:00:00
318,56,Q031,3,2023-11-22 00:00:00,2023-11-30 00:00:00,Agência de Viagem,541.13,Confirmada,2023-10-20 00:00:00
319,343,Q011,1,2023-08-05 00:00:00,2023-08-14 00:00:00,Agência de Viagem,2379.97,Confirmada,2023-07-28 00:00:00
320,187,Q027,3,2024-03-18 00:00:00,2024-03-23 00:00:00,Booking.com,2608.95,Confirmada,2024-03-11 00:00:00
321,213,Q039,4,2023-06-16 00:00:00,2023-06-17 00:00:00,Expedia,19122.22,Confirmada,2023-05-06 00:00:00
322,260,Q008,1,2023-12-16 00:00:00,2023-12-25 00:00:00,Booking.com,1379.67,Confirmada,2023-10-26 00:00:00
323,96,Q049,5,2024-01-04 00:00:00,2024-01-11 00:00:00,Site Próprio,2575.55,Confirmada,2023-12-21 00:00:00
324,93,Q033,3,2023-05-22 00:00:00,2023-06-05 00:00:00,Booking.com,1580.21,Confirmada,2023-05-07 00:00:00
325,308,Q016,2,2023-03-23 00:00:00,2023-04-06 00:00:00,Site Próprio,2517.78,Confirmada,2023-02-04 00:00:00
326,90,Q039,4,2023-07-30 00:00:00,2023-08-02 00:00:00,Telefone,1958.24,Confirmada,2023-06-19 00:00:00
327,158,Q022,2,2023-07-27 00:00:00,2023-07-28 00:00:00,Site Próprio,2015.22,Confirmada,2023-06-23 00:00:00
328,266,Q035,4,2023-12-22 00:00:00,2023-12-28 00:00:00,Expedia,2396.87,Confirmada,2023-10-27 00:00:00
329,8,Q036,4,2024-02-24 00:00:00,2024-03-08 00:00:00,Agência de Viagem,589.87,Confirmada,2024-01-12 00:00:00
330,96,Q027,3,2024-07-30 00:00:00,2024-08-13 00:00:00,Expedia,343.51,Confirmada,2024-06-15 00:00:00
331,305,Q033,3,2023-01-05 00:00:00,2023-01-11 00:00:00,Telefone,2626.9,Confirmada,2022-12-02 00:00:00
332,183,Q002,1,2023-09-08 00:00:00,2023-09-22 00:00:00,Expedia,2236.77,Confirmada,2023-07-14 00:00:00
333,385,Q044,4,2023-03-04 00:00:00,2023-03-09 00:00:00,Site Próprio,2682.83,Confirmada,2023-01-31 00:00:00
335,317,Q004,1,2023-07-06 00:00:00,2023-07-09 00:00:00,Site Próprio,1045.38,Confirmada,2023-05-31 00:00:00
336,50,Q001,1,2024-12-16 00:00:00,2024-12-28 00:00:00,Booking.com,916.62,Confirmada,2024-10-23 00:00:00
337,296,Q055,5,2024-04-20 00:00:00,2024-04-29 00:00:00,Booking.com,2041.75,Confirmada,2024-04-13 00:00:00
338,368,Q025,3,2023-07-03 00:00:00,2023-07-04 00:00:00,Expedia,563.78,Confirmada,2023-06-01 00:00:00
339,390,Q053,5,2023-10-14 00:00:00,2023-10-16 00:00:00,Site Próprio,559.93,Confirmada,2023-08-18 00:00:00
340,304,Q021,2,2023-08-21 00:00:00,2023-09-04 00:00:00,Booking.com,625.41,Confirmada,2023-07-15 00:00:00
341,85,Q041,4,2023-01-19 00:00:00,2023-01-30 00:00:00,Agência de Viagem,2019.37,No-show,2022-12-11 00:00:00
342,19,Q053,5,2024-02-10 00:00:00,2024-02-11 00:00:00,Expedia,1113.3,Confirmada,2024-01-25 00:00:00
343,289,Q030,3,2023-11-25 00:00:00,2023-12-09 00:00:00,Agência de Viagem,2411.46,Confirmada,2023-11-21 00:00:00
344,76,Q032,3,2024-11-27 00:00:00,2024-12-03 00:00:00,Booking.com,2469.77,Confirmada,2024-10-15 00:00:00
345,56,Q006,1,2024-06-27 00:00:00,2024-06-30 00:00:00,Site Próprio,1077.09,Confirmada,2024-06-14 00:00:00
346,11,Q055,5,2023-08-19 00:00:00,2023-08-22 00:00:00,Agência de Viagem,2722.73,Confirmada,2023-06-30 00:00:00
347,21,Q035,4,2023-02-05 00:00:00,2023-02-19 00:00:00,Telefone,927.72,Confirmada,2022-12-23 00:00:00
348,322,Q049,5,2024-07-09 00:00:00,2024-07-22 00:00:00,Site Próprio,1834.21,Confirmada,2024-06-22 00:00:00
349,7,Q009,1,2024-03-20 00:00:00,2024-03-24 00:00:00,Site Próprio,983.18,Confirmada,2024-02-29 00:00:00
350,86,Q034,3,2023-05-04 00:00:00,2023-05-05 00:00:00,Telefone,2695.66,Confirmada,2023-03-06 00:00:00
351,44,Q049,5,2024-04-22 00:00:00,2024-05-02 00:00:00,Telefone,2626.41,Overbooking,2024-03-24 00:00:00
352,68,Q009,1,2023-10-28 00:00:00,2023-11-04 00:00:00,Telefone,985.18,Overbooking,2023-10-12 00:00:00
353,280,Q012,1,2023-10-22 00:00:00,2023-11-05 00:00:00,Agência de Viagem,1805.38,Confirmada,2023-09-15 00:00:00
354,198,Q023,2,2023-07-26 00:00:00,2023-08-04 00:00:00,Expedia,1425.25,Confirmada,2023-06-20 00:00:00
355,245,Q033,3,2024-04-25 00:00:00,2024-05-09 00:00:00,Expedia,328.95,Confirmada,2024-04-03 00:00:00
356,263,Q016,2,2024-07-13 00:00:00,2024-07-20 00:00:00,Telefone,1260.96,Confirmada,2024-05-14 00:00:00
357,123,Q026,3,2023-11-28 00:00:00,2023-12-07 00:00:00,Expedia,1503.09,Confirmada,2023-11-09 00:00:00
358,30,Q017,2,2023-01-23 00:00:00,2023-01-26 00:00:00,Telefone,420.34,Confirmada,2022-11-28 00:00:00
359,337,Q031,3,2023-03-05 00:00:00,2023-03-14 00:00:00,Agência de Viagem,2377.54,Confirmada,2023-02-10 00:00:00
360,116,Q009,1,2024-11-24 00:00:00,2024-12-06 00:00:00,Booking.com,1312.72,Confirmada,2024-10-12 00:00:00
361,346,Q026,3,2023-07-27 00:00:00,2023-08-06 00:00:00,Telefone,2417.48,Confirmada,2023-06-04 00:00:00
362,379,Q046,5,2024-05-01 00:00:00,2024-05-06 00:00:00,Booking.com,1303.24,Confirmada,2024-04-24 00:00:00
363,393,Q007,1,2024-07-17 00:00:00,2024-07-27 00:00:00,Site Próprio,1519.6,Confirmada,2024-06-10 00:00:00
364,144,Q019,2,2024-09-28 00:00:00,2024-10-08 00:00:00,Site Próprio,1217.88,Confirmada,2024-08-30 00:00:00
365,371,Q039,4,2023-12-28 00:00:00,2024-01-02 00:00:00,Expedia,1246.25,Confirmada,2023-11-22 00:00:00
366,332,Q051,5,2023-11-26 00:00:00,2023-11-27 00:00:00,Agência de Viagem,1220.72,Confirmada,2023-11-06 00:00:00
367,156,Q021,2,2023-05-29 00:00:00,2023-06-05 00:00:00,Telefone,1211.35,Confirmada,2023-05-14 00:00:00
368,166,Q006,1,2024-09-14 00:00:00,2024-09-28 00:00:00,Booking.com,2694.85,Confirmada,2024-08-31 00:00:00
369,14,Q035,4,2023-02-18 00:00:00,2023-02-23 00:00:00,Telefone,2534.52,Confirmada,2023-01-29 00:00:00
370,160,Q057,5,2024-07-05 00:00:00,2024-07-15 00:00:00,Agência de Viagem,1569.49,Confirmada,2024-06-01 00:00:00
371,238,Q041,4,2024-01-02 00:00:00,2024-01-03 00:00:00,Telefone,1974.38,Confirmada,2023-12-04 00:00:00
372,35,Q011,1,2024-06-21 00:00:00,2024-06-25 00:00:00,Site Próprio,1294.27,Confirmada,2024-05-19 00:00:00
373,294,Q043,4,2023-06-07 00:00:00,2023-06-11 00:00:00,Agência de Viagem,1491.12,Confirmada,2023-05-09 00:00:00
374,176,Q054,5,2024-12-09 00:00:00,2024-12-18 00:00:00,Site Próprio,685.34,Confirmada,2024-11-18 00:00:00
375,160,Q025,3,2024-06-08 00:00:00,2024-06-11 00:00:00,Site Próprio,1922.61,Confirmada,2024-05-20 00:00:00
376,216,Q032,3,2024-10-08 00:00:00,2024-10-11 00:00:00,Telefone,989.31,Confirmada,2024-09-05 00:00:00
377,97,Q021,2,2024-02-27 00:00:00,2024-03-01 00:00:00,Site Próprio,1856.75,Confirmada,2024-01-19 00:00:00
378,292,Q006,1,2024-10-08 00:00:00,2024-10-19 00:00:00,Site Próprio,2013.93,Confirmada,2024-10-07 00:00:00
379,364,Q005,1,2024-12-08 00:00:00,2024-12-17 00:00:00,Site Próprio,2588.43,Confirmada,2024-11-12 00:00:00
380,8,Q010,1,2024-11-15 00:00:00,2024-11-16 00:00:00,Booking.com,696.75,Confirmada,2024-09-26 00:00:00
381,137,Q054,5,2024-10-24 00:00:00,2024-11-02 00:00:00,Telefone,2792.63,Confirmada,2024-09-17 00:00:00
382,309,Q019,2,2023-05-05 00:00:00,2023-05-08 00:00:00,Booking.com,1571.98,Confirmada,2023-04-02 00:00:00
383,52,Q001,1,2023-03-19 00:00:00,2023-03-22 00:00:00,Telefone,1500.59,Confirmada,2023-02-17 00:00:00
384,32,Q051,5,2024-10-27 00:00:00,2024-10-28 00:00:00,Telefone,1073.2,Confirmada,2024-09-11 00:00:00
385,142,Q018,2,2023-06-23 00:00:00,2023-06-24 00:00:00,Expedia,1853.18,Confirmada,2023-04-29 00:00:00
386,179,Q046,5,2023-07-16 00:00:00,2023-07-24 00:00:00,Telefone,1233.42,Confirmada,2023-07-12 00:00:00
387,299,Q019,2,2023-02-14 00:00:00,2023-02-22 00:00:00,Site Próprio,1831.45,Confirmada,2023-01-29 00:00:00
388,82,Q013,2,2024-08-24 00:00:00,2024-09-07 00:00:00,Booking.com,1052.72,Confirmada,2024-06-27 00:00:00
389,215,Q039,4,2024-09-09 00:00:00,2024-09-14 00:00:00,Expedia,2747.83,Confirmada,2024-09-04 00:00:00
390,200,Q023,2,2024-11-22 00:00:00,2024-12-04 00:00:00,Telefone,814.57,Confirmada,2024-11-02 00:00:00
392,149,Q013,2,2024-02-10 00:00:00,2024-02-19 00:00:00,Expedia,542.96,Confirmada,2024-01-06 00:00:00
393,207,Q040,4,2024-10-28 00:00:00,2024-10-30 00:00:00,Site Próprio,1326.81,Confirmada,2024-08-30 00:00:00
394,126,Q032,3,2024-02-01 00:00:00,2024-02-05 00:00:00,Agência de Viagem,973.15,Confirmada,2024-01-16 00:00:00
395,143,Q035,4,2024-11-11 00:00:00,2024-11-12 00:00:00,Expedia,2302.42,Confirmada,2024-10-26 00:00:00
396,101,Q014,2,2023-10-04 00:00:00,2023-10-13 00:00:00,Booking.com,1665.19,Confirmada,2023-09-04 00:00:00
397,189,Q015,2,2023-12-28 00:00:00,2024-01-01 00:00:00,Agência de Viagem,1211.08,Confirmada,2023-11-20 00:00:00
398,244,Q017,2,2024-05-31 00:00:00,2024-06-04 00:00:00,Booking.com,2438.89,Confirmada,2024-04-17 00:00:00
399,306,Q017,2,2024-03-26 00:00:00,2024-04-05 00:00:00,Expedia,1613.39,Confirmada,2024-02-29 00:00:00
400,109,Q053,5,2023-05-09 00:00:00,2023-05-23 00:00:00,Site Próprio,1978.53,Confirmada,2023-05-03 00:00:00
401,377,Q049,5,2024-01-30 00:00:00,2024-01-31 00:00:00,Telefone,619.93,Confirmada,2024-01-29 00:00:00
403,288,Q002,1,2024-01-06 00:00:00,2024-01-19 00:00:00,Telefone,2184.06,Confirmada,2023-12-24 00:00:00
404,160,Q012,1,2023-04-01 00:00:00,2023-04-05 00:00:00,Expedia,571.64,Confirmada,2023-02-14 00:00:00
405,183,Q039,4,2024-02-18 00:00:00,2024-03-03 00:00:00,Agência de Viagem,2226.24,Confirmada,2023-12-23 00:00:00
406,91,Q017,2,2023-01-31 00:00:00,2023-02-06 00:00:00,Expedia,2537.21,Confirmada,2023-01-29 00:00:00
407,206,Q038,4,2023-12-27 00:00:00,2024-01-07 00:00:00,Site Próprio,713.23,Confirmada,2023-12-19 00:00:00
408,376,Q033,3,2023-08-13 00:00:00,2023-08-25 00:00:00,Site Próprio,1281.89,Confirmada,2023-07-05 00:00:00
409,102,Q019,2,2023-11-07 00:00:00,2023-11-10 00:00:00,Agência de Viagem,2132.72,Confirmada,2023-10-02 00:00:00
410,327,Q034,3,2023-07-03 00:00:00,2023-07-13 00:00:00,Booking.com,1703.92,Confirmada,2023-05-18 00:00:00
411,223,Q049,5,2024-11-17 00:00:00,2024-11-28 00:00:00,Telefone,1140.05,Confirmada,2024-11-16 00:00:00
412,147,Q011,1,2023-02-13 00:00:00,2023-02-27 00:00:00,Telefone,1798.84,Confirmada,2023-02-09 00:00:00
413,57,Q023,2,2023-02-08 00:00:00,2023-02-21 00:00:00,Expedia,785.85,Confirmada,2022-12-11 00:00:00
414,214,Q025,3,2024-12-12 00:00:00,2024-12-24 00:00:00,Agência de Viagem,2795.18,Confirmada,2024-11-02 00:00:00
415,270,Q017,2,2023-04-03 00:00:00,2023-04-09 00:00:00,Agência de Viagem,1378.52,Confirmada,2023-03-12 00:00:00
416,353,Q056,5,2024-10-05 00:00:00,2024-10-16 00:00:00,Agência de Viagem,1547.08,Confirmada,2024-08-22 00:00:00
417,345,Q019,2,2024-06-08 00:00:00,2024-06-22 00:00:00,Booking.com,1498.25,Confirmada,2024-05-26 00:00:00
418,287,Q012,1,2023-09-25 00:00:00,2023-09-28 00:00:00,Telefone,667.43,Confirmada,2023-08-06 00:00:00
419,134,Q021,2,2023-09-13 00:00:00,2023-09-14 00:00:00,Booking.com,1162.46,Confirmada,2023-08-17 00:00:00
420,326,Q004,1,2023-11-15 00:00:00,2023-11-18 00:00:00,Booking.com,1999.89,Confirmada,2023-10-14 00:00:00
421,362,Q038,4,2023-09-05 00:00:00,2023-09-06 00:00:00,Telefone,2013.39,Cancelada,2023-08-27 00:00:00
422,69,Q028,3,2024-12-25 00:00:00,2024-12-28 00:00:00,Telefone,1686.33,Confirmada,2024-12-03 00:00:00
423,218,Q009,1,2023-06-23 00:00:00,2023-07-04 00:00:00,Booking.com,1776.64,Confirmada,2023-05-24 00:00:00
424,59,Q038,4,2024-12-07 00:00:00,2024-12-12 00:00:00,Site Próprio,1169.23,Confirmada,2024-11-23 00:00:00
425,144,Q001,1,2023-11-08 00:00:00,2023-11-12 00:00:00,Site Próprio,2039.14,Confirmada,2023-10-10 00:00:00
426,167,Q003,1,2024-03-31 00:00:00,2024-04-08 00:00:00,Telefone,1175.59,Confirmada,2024-03-20 00:00:00
427,24,Q046,5,2023-01-12 00:00:00,2023-01-20 00:00:00,Agência de Viagem,464.13,Confirmada,2022-11-27 00:00:00
428,136,Q033,3,2023-04-22 00:00:00,2023-05-03 00:00:00,Agência de Viagem,2689.67,Confirmada,2023-03-21 00:00:00
429,165,Q021,2,2023-01-09 00:00:00,2023-01-15 00:00:00,Site Próprio,1893.49,Confirmada,2022-11-29 00:00:00
430,335,Q056,5,2024-12-17 00:00:00,2024-12-22 00:00:00,Booking.com,449.27,Confirmada,2024-10-30 00:00:00
431,397,Q001,1,2024-02-09 00:00:00,2024-02-23 00:00:00,Booking.com,1005.6,Confirmada,2024-01-28 00:00:00
432,87,Q055,5,2023-04-15 00:00:00,2023-04-28 00:00:00,Expedia,2142.92,Confirmada,2023-03-25 00:00:00
433,332,Q037,4,2023-12-31 00:00:00,2024-01-06 00:00:00,Booking.com,1189.74,Confirmada,2023-11-25 00:00:00
434,123,Q028,3,2023-03-01 00:00:00,2023-03-02 00:00:00,Site Próprio,1695.52,Confirmada,2023-01-19 00:00:00
435,111,Q035,4,2024-05-21 00:00:00,2024-05-28 00:00:00,Agência de Viagem,2113.44,Confirmada,2024-05-01 00:00:00
436,321,Q054,5,2023-03-24 00:00:00,2023-03-27 00:00:00,Booking.com,667.28,Confirmada,2023-02-23 00:00:00
437,21,Q036,4,2024-03-26 00:00:00,2024-04-03 00:00:00,Booking.com,806.6,Confirmada,2024-03-02 00:00:00
